,Created at,User ID,Label,User Name,Text,Description,Location,Followers Count,Friends Count,Statuses Count,Profile Image Url
379,Fri Sep 23 23:26:04 +0000 2022,1.57345E+18,1,D100 News,Transfer Talk: Barcelona ready to end dispute over Antoine Griezmann's future with Atletico Madrid… https://t.co/rLFzm2ekcY,"All the news, all in one place.
Please follow @D100 for official D100 Radio updates.",One World Trade Center,8617,1,16173,http://pbs.twimg.com/profile_images/1540071731381010434/tEy43BHB_normal.jpg
385,Fri Sep 23 23:00:13 +0000 2022,1.57345E+18,1,LFCNews,Report: Liverpool's Mohamed Salah Is Now The Fifth Highest Paid Player In The World (LFC Transfer Room) https://t.co/g2BA5aNLnQ,,,3384,33,230032,http://pbs.twimg.com/profile_images/57179285/liverpool_normal.jpg
387,Fri Sep 23 23:00:09 +0000 2022,1.57345E+18,0,LFCNews,Transfer News: Liverpool willing to meet demands of African midfielder playing in Italy (Kop Times) https://t.co/cJh8QYjjLo,,,3384,33,230032,http://pbs.twimg.com/profile_images/57179285/liverpool_normal.jpg
389,Fri Sep 23 22:57:00 +0000 2022,1.57345E+18,1,Man United News,"Milinkovic-Savic's contract expires in 2024 #mufc 
https://t.co/Ove0PFn8kn",💻 𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: https://t.co/rHu3ZrxBlJ      🎙𝗣𝗼𝗱𝗰𝗮𝘀𝘁: https://t.co/a22FvEytNQ,"Manchester, UK",1293816,352,273546,http://pbs.twimg.com/profile_images/1045658874773229570/krncu7XV_normal.jpg
390,Fri Sep 23 22:55:29 +0000 2022,1.57345E+18,0,Sports Mole,Man City considering player-plus-cash offer for Rafael Leao? https://t.co/yHoDt2e5g5,The latest breaking sports news and live coverage around the clock.,Follow teams ➜ bit.ly/SM-Lists,40180,684,40017,http://pbs.twimg.com/profile_images/1572123242168557568/1E0kDINF_normal.jpg
395,Fri Sep 23 22:24:22 +0000 2022,1.57344E+18,0,mipal nas,Antonio Conte is open to Juventus returning if Massimiliano Allegri is sacked – Paper Talk | Transfer Center News https://t.co/v1uwCjqlLl,,,5,24,5736,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
400,Fri Sep 23 22:07:58 +0000 2022,1.57343E+18,1,Travis Cooley,Antonio Valencia urges Moises Caicedo to join Manchester United in future – Man United News And Transfer News,,united states,120,2048,1115,http://pbs.twimg.com/profile_images/1058574201336942592/oMfhl3Mj_normal.jpg
405,Fri Sep 23 21:55:00 +0000 2022,1.57343E+18,0,Man United News,"The ex-United defender is not happy with Bruno Fernandes #mufc 
https://t.co/kHM8t43dXS",💻 𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: https://t.co/rHu3ZrxBlJ      🎙𝗣𝗼𝗱𝗰𝗮𝘀𝘁: https://t.co/a22FvEytNQ,"Manchester, UK",1293816,352,273546,http://pbs.twimg.com/profile_images/1045658874773229570/krncu7XV_normal.jpg
420,Fri Sep 23 21:03:13 +0000 2022,1.57342E+18,0,Man City Today,Manchester City 'leading the race' for Villarreal winger Alex Baena and more transfer rumours - Manchester Evening… https://t.co/2SUjGvRLaN,Manchester City Latest Compilation News,Etihad Stadium,297,4,24634,http://pbs.twimg.com/profile_images/447749879616372737/T3agXW2Z_normal.jpeg
439,Fri Sep 23 20:23:09 +0000 2022,1.57341E+18,0,Arsenal Fever,Edu must be proactive with Arsenal transfer amid Barcelona's shock swoop for Real Madrid star -… https://t.co/DX78uFcz0q,Compilation news of Arsenal Football Club,Emirates Stadium,393,25,28961,http://pbs.twimg.com/profile_images/447738398086668288/Sgkg30Gd_normal.jpeg
441,Fri Sep 23 20:21:08 +0000 2022,1.57341E+18,0,FirstSportz,Five players Erik ten Hag denied signing for Manchester United during the summer transfer window… https://t.co/CHL66bZ2nk,FirstSportz is the First Stop for all sports fanatics like you and us | Get all the latest updates here,New Delhi,851,293,56469,http://pbs.twimg.com/profile_images/1465337584314249217/yc6JCiZk_normal.jpg
445,Fri Sep 23 20:17:34 +0000 2022,1.57341E+18,0,MUFC News,Manchester United 'possible destination' for Sergej Milinkovic-Savic and more transfer rumours: https://t.co/fwc7WmTVjO,App now on iOS - https://t.co/iRAN5DcKR2,Old Trafford,2057,325,150964,http://pbs.twimg.com/profile_images/549882258513883139/MOcgnq28_normal.png
466,Fri Sep 23 19:45:00 +0000 2022,1.5734E+18,1,Chelsea FC News,"Timo Werner's wanted ""something more"" when he was at Chelsea 🤔

#CFC 

https://t.co/13rgU3WLWY","All the latest Chelsea news, rumours and opinion from @Football_LDN. Like us on Facebook for more: https://t.co/BMoCoDImls…","London, England",276509,770,153326,http://pbs.twimg.com/profile_images/1298603485823479809/yjHKQDPi_normal.jpg
468,Fri Sep 23 19:43:59 +0000 2022,1.5734E+18,0,KORRECTSPORTS TV⚽,Barcelona are rushing to finalise a cut-price £22m deal for Antoine Griezmann's permanent transfer to Atletico Madr… https://t.co/iJRNYCqdHa,"WELCOME TO KORRECTSPORTS TV⚽...
FOLLOW FOR 100% ACCURATE FOOTBALL NEWS, FREE LIVE STREAMING LINKS, 3+ SURE BETTING TIPS DAILY AND LOTS MORE
 ❤⚽❤⚽❤⚽",,254,5,1296,http://pbs.twimg.com/profile_images/1550589279574818816/MY0HNRTM_normal.jpg
470,Fri Sep 23 19:42:12 +0000 2022,1.5734E+18,0,Chelsea News,'His people have...' - Journalist backs Chelsea to target £103m-rated star over 'genuine article' https://t.co/NMyAFBPejg,"Page for fans of Chelsea FC, bringing you all the latest Chelsea news from various sources.",London,17498,7816,12599,http://pbs.twimg.com/profile_images/417996018240598016/UmXQE2n0_normal.png
474,Fri Sep 23 19:39:12 +0000 2022,1.5734E+18,0,Hotspurs News Alerts,LATEST: 'Fearless' Conte target's reps tell Tottenham he won't sign new deal at current club #THFC https://t.co/TwpWW9ysxb,"All things THFC - News, views and anything else about the best London club!! 
Spurs Since Birth - Tottenham Till I Die ...
 #THFC #COYS #TTID",,2833,33,295848,http://pbs.twimg.com/profile_images/1054697022211702784/TNY47GaR_normal.jpg
479,Fri Sep 23 19:35:00 +0000 2022,1.5734E+18,0,Football Transfers,Chelsea and Kante have failed to agree on a new contract so far but that could all change with the arrival of Graha… https://t.co/sQnsJgoufN,"Football.
Transfers.

What more could you want?",,18907,106,4625,http://pbs.twimg.com/profile_images/1317079372952670208/iDNgMTJs_normal.jpg
488,Fri Sep 23 19:20:00 +0000 2022,1.57339E+18,1,Man United News,"United have been linked with a move for Milinkovic-Savic for a number of years 👀 #mufc 
https://t.co/Ove0PFn8kn",💻 𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: https://t.co/rHu3ZrxBlJ      🎙𝗣𝗼𝗱𝗰𝗮𝘀𝘁: https://t.co/a22FvEytNQ,"Manchester, UK",1293816,352,273546,http://pbs.twimg.com/profile_images/1045658874773229570/krncu7XV_normal.jpg
490,Fri Sep 23 19:17:36 +0000 2022,1.57339E+18,0,Eyefootball.com,Sander Berge speaks on #Chelsea #cfc @chelseafc transfer rumour https://t.co/HZgdNPkTly #Berge #SanderBerge @deadlinedaylive @brfootball,Welcome to the Twitter account of https://t.co/Z3vByUfkAy ⚽️,"London, United Kingdom",4072,218,100495,http://pbs.twimg.com/profile_images/1158042547702210560/FHmVzjrQ_normal.jpg
