,Created at,User ID,Label,User Name,Text,Description,Location,Followers Count,Friends Count,Statuses Count,Profile Image Url
299,Tue Jun 21 20:50:11 +0000 2022,1.53935E+18,1,David Ornstein,🚨 EXCL: Arsenal have this evening submitted a formal offer to Leeds for Raphinha. #AFC contacted #LUFC earlier to i… https://t.co/cDcUmVZevC,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
300,Tue Jun 21 20:32:58 +0000 2022,1.53935E+18,1,David Ornstein,🚨 Liverpool have agreed a deal with Monaco to sell Takumi Minamino to the Ligue 1 club. Transfer fee is €15m + €3m… https://t.co/pr80euLtyA,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
301,Tue Jun 21 18:20:23 +0000 2022,1.53931E+18,1,David Ornstein,🚨 Agreement in principle for Romelu Lukaku to Inter Milan on straight 1yr loan. Fee €8m + addons. Salary &amp; performa… https://t.co/JuuEeSlSxh,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
306,Mon Jun 20 20:31:32 +0000 2022,1.53898E+18,1,David Ornstein,"🚨 Chelsea director Marina Granovskaia expected to leave club this week. #CFC in process of finalising exit, with ne… https://t.co/UBHQ1fNm1z","Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
309,Fri Jun 17 16:59:15 +0000 2022,1.53784E+18,1,David Ornstein,🚨 Arsenal defensive priority this window is Lisandro Martinez. Wanted for ability to play LCB / LB + 24yo Argentina… https://t.co/TB8QrjMJbL,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
311,Fri Jun 17 13:56:31 +0000 2022,1.5378E+18,1,David Ornstein,"🚨 Sadio Mane move from Liverpool to Bayern Munich is a done deal, as @Plettigoal broke. All sorted between clubs &amp;… https://t.co/fyxEUb8tHE","Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
313,Thu Jun 16 17:05:37 +0000 2022,1.53748E+18,1,David Ornstein,"🚨 Talks on Romelu Lukaku loan from Chelsea to Inter Milan continue. #Inter should reach acceptable fee/wage, bigger… https://t.co/JNv2t1epqf","Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
314,Thu Jun 16 15:32:41 +0000 2022,1.53746E+18,1,David Ornstein,"🚨 Fabio Vieira set to join Arsenal from Porto. Fee €35m + €5m, 5yr deal. 22yo AMF flying to London today &amp; will und… https://t.co/VaV5EOR56O","Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
315,Tue Jun 14 13:45:17 +0000 2022,1.53671E+18,1,David Ornstein,🚨 Man Utd understood to have made an offer to Christian Eriksen &amp; are among the clubs interested in signing him. 30… https://t.co/ShPsWt1901,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
321,Sun Jun 12 11:45:27 +0000 2022,1.53595E+18,1,David Ornstein,🚨 Paris Saint-Germain have agreed with Mauricio Pochettino to part ways. Decision confirmed at meeting last week +… https://t.co/YgrG4Eghs4,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
323,Sat Jun 11 13:45:44 +0000 2022,1.53562E+18,1,David Ornstein,🚨 EXCL: Fulham in talks to sign goalkeeper Bernd Leno from Arsenal. 30yo among #FFC options + currently favoured ca… https://t.co/gYowFjAKtV,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
329,Tue Jun 07 12:35:19 +0000 2022,1.53415E+18,1,David Ornstein,🚨 EXCL: Real Madrid have reached verbal agreement with Monaco to sign France midfielder Aurelien Tchouameni in pack… https://t.co/gKzysVsmOB,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
334,Mon May 30 07:30:30 +0000 2022,1.53118E+18,1,David Ornstein,🚨 Excl: Arsenal lawyer James King moves to PFA as general counsel. King joined #AFC on commercial side in 2016 &amp; fo… https://t.co/VEBOnQbLmi,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
338,Wed May 25 16:32:14 +0000 2022,1.5295E+18,1,David Ornstein,🚨 Eddie Nketiah understood to have changed mind on leaving Arsenal. 22yo striker was set to go as free agent but no… https://t.co/xuG5j9gvOS,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
340,Wed May 25 07:30:11 +0000 2022,1.52936E+18,1,David Ornstein,🚨 EXCL: Aston Villa exploring possibility of signing Diego Carlos from Sevilla. #AVFC want a centre-back &amp; rate Bra… https://t.co/i53BGVmfTr,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
344,Sun May 22 15:51:41 +0000 2022,1.5284E+18,0,David Ornstein,🚨 Boubacar Kamara has decided to join Aston Villa as free agent when Marseille contract expires this summer. Steven… https://t.co/AdkvTpg7RS,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
347,Sat May 21 09:32:01 +0000 2022,1.52795E+18,0,David Ornstein,🚨 Tottenham make Fraser Forster top target to back up Hugo Lloris next season &amp; will aim to secure deal next week o… https://t.co/qgKFGqgqps,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
352,Mon May 16 18:40:13 +0000 2022,1.52627E+18,0,David Ornstein,🚨 Kylian Mbappe understood to have agreed personal terms with Real Madrid. 23yo forward has not yet signed. Paris S… https://t.co/fKVAAdjnQh,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
354,Mon May 16 08:25:01 +0000 2022,1.52612E+18,1,David Ornstein,🚨 EXCL: Benfica exploring move for Sasa Kalajdzic as possible replacement for Darwin Nunez. Kalajdzic nearing final… https://t.co/f6APC5zAJr,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
355,Mon May 16 07:15:17 +0000 2022,1.5261E+18,0,David Ornstein,🚨 EXCL: Burnley could lose Maxwell Cornet for relatively low fee in event of relegation. 25yo top scorer has £17.5m… https://t.co/anAxY4aiOk,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
359,Tue May 10 15:45:20 +0000 2022,1.52405E+18,1,David Ornstein,"🚨 Chelsea defender Antonio Rudiger has today signed for Real Madrid. 4yr deal, €9/10m net + joining bonus &amp; €400m r… https://t.co/HhVb7TnrIJ","Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
366,Mon May 09 08:15:09 +0000 2022,1.52358E+18,0,David Ornstein,🚨 EXCL: Crystal Palace in talks with Michael Olise over new contract. Agreement close. Extra year likely but no sal… https://t.co/ZIROi3Q7Y9,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
369,Mon May 09 07:05:20 +0000 2022,1.52356E+18,1,David Ornstein,🚨 EXCL: Paul Pogba will not be joining Man City. 29yo seriously considered offer but opted against + his camp have… https://t.co/L1vKqUArdg,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
370,Mon May 09 06:50:05 +0000 2022,1.52356E+18,1,David Ornstein,"🚨 Erling Haaland to Man City a done deal + confirmation expected this week, according to sources in Germany. Person… https://t.co/DM4sLvbx5j","Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
380,Mon May 02 09:15:03 +0000 2022,1.52106E+18,1,David Ornstein,"⚽️ Newcastle take Blackburn sports scientist Mason @mwalker2771 #NUFC #BRFC

⚽️ Burnley close to confirming manager… https://t.co/Vq62uWFTLa","Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
381,Mon May 02 08:05:32 +0000 2022,1.52104E+18,1,David Ornstein,🚨 EXCL: Arsenal talent Khayon Edwards ends uncertainty over future by signing pro deal. 18yo striker had interest f… https://t.co/aeFzhjzCA3,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
382,Mon May 02 07:40:44 +0000 2022,1.52103E+18,1,David Ornstein,🚨 EXCL: Leicester to appoint Martyn Glover as head of senior recruitment. Currently head of scouting + recruitment… https://t.co/iarbxZksnI,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
387,Fri Apr 29 16:45:23 +0000 2022,1.52008E+18,1,David Ornstein,🚨 EXCLUSIVE: Matt Judge has resigned as Man Utd head of corporate development. Judge led transfer + contract negoti… https://t.co/Yh6G0mGaJ1,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
391,Thu Apr 28 13:31:48 +0000 2022,1.51967E+18,1,David Ornstein,🚨 EXCLUSIVE: Jurgen Klopp has today signed a contract extension to keep him at Liverpool until 2026. 54yo German ma… https://t.co/nrHT9C6W56,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
393,Wed Apr 27 11:15:23 +0000 2022,1.51927E+18,0,David Ornstein,"RT @TheAthleticUK: 🔴 #MUFC have begun exploring prospect of £50m move for Kalvin Phillips
⚪ No direct contact with #LUFC or the player
👤 Ph…","Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
399,Mon Apr 25 08:15:12 +0000 2022,1.5185E+18,0,David Ornstein,🚨 EXCL: Man Utd explored taking Dan Ashworth from Brighton before he signed for Newcastle. No formal approach/offer… https://t.co/JpZrf6zm07,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
408,Thu Apr 21 10:15:12 +0000 2022,1.51708E+18,1,David Ornstein,🚨 Man Utd confirm Erik ten Hag as new permanent manager from next season. 3yr deal + option of 4th. Release clause… https://t.co/Mv7KsnfHnV,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
413,Tue Apr 19 14:22:06 +0000 2022,1.51642E+18,1,David Ornstein,🚨 Erling Haaland understood to have approved Man City move &amp; initial personal terms agreed. Still work to do on con… https://t.co/PVrXlvxmKk,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
416,Mon Apr 18 08:15:47 +0000 2022,1.51597E+18,1,David Ornstein,🚨 EXCL: Arsenal hire external consultants to help improve culture at club. London firm People-Made conducting “top… https://t.co/AqnzoVqIhf,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
417,Mon Apr 18 07:45:55 +0000 2022,1.51596E+18,1,David Ornstein,"🚨 EXCL: Burnley aim to name interim boss until summer &amp; then permanent, unless permanent gettable now. Interviews s… https://t.co/gd1UQ78IKu","Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
429,Tue Apr 12 17:15:06 +0000 2022,1.51393E+18,1,David Ornstein,🚨 EXCLUSIVE: Man Utd reach verbal agreement in principle with Erik Ten Hag to become next permanent manager. #MUFC… https://t.co/GnZ63CHLDK,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
459,Mon Mar 21 07:50:23 +0000 2022,1.50581E+18,1,David Ornstein,🚨 EXCL: Arsenal have held an initial conversation with Bukayo Saka camp over a new contract. 20yo’s deal runs to 20… https://t.co/SjZQtjjnj0,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
467,Mon Mar 14 12:15:02 +0000 2022,1.50334E+18,1,David Ornstein,🚨 Fabio Paratici understood to be staying at Tottenham despite reported #PSG interest if Leonardo goes. #THFC contr… https://t.co/FwrL6jI4Gs,"Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
495,Sun Feb 20 18:10:24 +0000 2022,1.49546E+18,1,David Ornstein,"🚨 Jack Wilshere joins Danish side Aarhus until the summer, with an option to extend by a year. 29yo midfielder back… https://t.co/ulxtLpFoMG","Football Correspondent, @TheAthleticUK",UK,1699314,1970,6861,http://pbs.twimg.com/profile_images/1178558529105530880/Qvy-hv3O_normal.jpg
